ValueId,PolyId,AREA,PERIMETER,C_GRDC663#,C_GRDC663-ID,RECORDNAME,SYMBOLFLD,GRDC-ID,GRIDVALUE,RIVERNAME,COUNTRY,GRDC-AREA,STARTMONTH,STARTYEAR,ENDMONTH,ENDYEAR,TIMESERIES,PERCENTRECORD,CELLID,BASINID,BASINNAME,ORDER,NUMBEROFCELLS,STNMAINSTEMLENGT,STNCATCHMENTAREA,STNINTERSTATIONA,NEXTSTATION,INTERSTNA,MEANQ,MINQ,MAXQ,INTERSTNQ,RUNOFF,STNRUNOFF,INTERSTNRO,STNINTERSTNRO,WBMINTERSTNRUNOF,WMINTERSTNPRECIP,CORRECTIONCOEF,WBMRUNOFF,X-COORD,Y-COORD
"500","0",0.000,0.000,"500","500",Cold Lake Reserve,Monthly,"4214210","500",Beaver River,CN,14500.0,"1","1956","12","1988",M,0.0,"31720","64",Churchill (Hud),"2","8",152.4,14338.7,14338.7,"501",14500.0,22.0,0.0,284.0,22.0,47.9,48.5,47.9,48.5,6.66,418.54,7.3,6.66,-110.750,54.250
"501","0",0.000,0.000,"501","501",above Granville Falls,Monthly,"4214260","501",Churchill River,CN,228000.0,"1","1966","12","1984",M,3.5,"31683","64",Churchill (Hud),"4","139",1072.1,240625.6,226286.9,"0",213500.0,860.3,496.0,1970.0,838.2,119.0,112.7,123.8,116.8,68.02,444.93,1.7,64.36,-101.250,55.750
"502","0",0.000,0.000,"502","502",near Island Lake,Monthly,"4214330","502",Island Lake River,CN,14000.0,"1","1934","12","1964",M,0.0,"39407","167",Hayes,"2","7",259.5,12729.9,12729.9,"503",14000.0,86.2,20.0,284.0,86.2,194.1,213.4,194.1,213.4,117.94,489.74,1.8,117.94,-94.750,54.250
"503","0",0.000,0.000,"503","503",Outlet of Gods Lake,Monthly,"4214350","503",Gods,CN,25900.0,"1","1948","12","1986",M,0.0,"39401","167",Hayes,"2","12",387.0,21628.2,8898.4,"0",11900.0,163.4,57.0,410.0,77.2,199.0,238.3,204.7,273.7,146.69,494.97,1.9,129.76,-93.250,55.250
"504","0",0.000,0.000,"504","504",below Asheweig River Tributary,Monthly,"4214450","504",Winisk,CN,50000.0,"1","1966","12","1984",M,10.5,"41743","242",Winisk,"3","27",513.6,49586.5,49586.5,"0",50000.0,454.0,66.0,1800.0,454.0,286.4,288.7,286.4,288.7,194.86,563.02,1.5,194.86,-86.750,54.750
"505","0",0.000,0.000,"505","505",below Attawapiskat Lake,Monthly,"4214480","505",Attawapiskat,CN,24200.0,"6","1966","12","1984",M,3.9,"42571","276",Attawapiskat,"2","13",339.5,24815.4,24815.4,"0",24200.0,261.2,12.0,1339.0,261.2,340.4,332.0,340.4,332.0,166.77,552.24,2.0,166.77,-87.250,52.250
"506","0",0.000,0.000,"506","506",near Hat Island,Monthly,"4214520","506",Albany River,CN,118000.0,"1","1966","12","1984",M,10.5,"37015","118",Albany,"4","61",754.4,119424.5,119424.5,"0",118000.0,940.5,76.0,4162.0,940.5,251.4,248.4,251.4,248.4,236.61,621.70,1.0,236.61,-83.750,51.250
"507","0",0.000,0.000,"507","507",Moose River Crossing,Monthly,"4214550","507",Moose,CN,61100.0,"1","1966","12","1982",M,1.5,"38016","138",Moose,"3","33",390.4,66968.3,66968.3,"0",61100.0,760.0,128.0,4820.0,760.0,392.3,357.9,392.3,357.9,378.73,784.22,0.9,378.73,-81.750,50.750
"508","0",0.000,0.000,"508","508",Tete du Lac Soscumica,Monthly,"4214650","508",Nottaway,CN,57500.0,"1","1966","5","1982",M,3.4,"40369","196",Nottaway,"3","31",434.2,62549.8,62549.8,"0",57500.0,1051.7,183.0,4450.0,1051.7,576.8,530.3,576.8,530.3,552.25,953.17,1.0,552.25,-77.750,50.250
"509","0",0.000,0.000,"509","509",en aval du Lac Nemiscau,Monthly,"4214680","509",Rupert,CN,40900.0,"1","1966","12","1984",M,0.0,"42368","267",Rupert,"3","23",444.0,44396.0,44396.0,"0",40900.0,864.4,329.0,1780.0,864.4,666.5,614.0,666.5,614.0,483.37,882.97,1.3,483.37,-76.250,51.250
"510","0",0.000,0.000,"510","510",Tete de la Gorge De Basile,Monthly,"4214700","510",Eastmain,CN,44300.0,"1","1966","6","1980",M,3.3,"43779","330",Eastmain,"2","23",639.4,43314.2,43314.2,"0",44300.0,942.8,141.0,3340.0,942.8,671.2,686.5,671.2,686.5,440.82,790.89,1.6,440.82,-78.250,52.250
"511","0",0.000,0.000,"511","511",en amont de la Riviere De Pontois,Monthly,"4214750","511",Grande Riviere,CN,37000.0,"1","1966","12","1979",M,0.0,"39030","159",La Grande,"3","21",325.9,38341.4,38341.4,"512",37000.0,758.7,141.0,2100.0,758.7,646.7,624.1,646.7,624.1,475.74,794.58,1.3,475.74,-74.250,53.750
"512","0",0.000,0.000,"512","512",en aval de la Riviere Acazi,Monthly,"4214770","512",Grande Riviere,CN,96300.0,"1","1966","9","1978",M,1.9,"39022","159",La Grande,"3","53",588.9,97048.6,58707.2,"0",59300.0,1749.5,345.0,4450.0,990.8,572.9,568.5,526.9,532.2,390.53,692.75,1.4,424.20,-78.250,53.750
"513","0",0.000,0.000,"513","513",Sortie du Lac Bienville,Monthly,"4214830","513",Grande Riviere de la Baleine,CN,21000.0,"1","1963","9","1980",M,1.4,"43523","317",GR Baleine,"3","11",192.4,19403.9,19403.9,"0",21000.0,352.6,77.0,1170.0,352.6,529.5,573.1,529.5,573.1,407.46,692.80,1.4,407.46,-73.250,54.750
"514","0",0.000,0.000,"514","514",Birchbank,Monthly,"4215200","514",Columbia River,CN,88100.0,"10","1937","12","1984",M,1.6,"26614","39",Columbia,"3","45",748.3,88953.4,50906.6,"394",53400.0,2013.4,172.0,9340.0,1558.2,720.7,713.8,920.2,965.3,368.58,711.99,2.6,320.67,-117.750,49.250
"515","0",0.000,0.000,"515","515",International Boundary,Monthly,"4215220","515",Pend Oreille,CN,65300.0,"2","1913","12","1984",M,0.5,"26618","39",Columbia,"4","31",646.1,64642.6,64642.6,"394",65300.0,771.5,130.0,4260.0,771.5,372.6,376.4,372.6,376.4,202.88,580.59,1.9,202.88,-117.250,48.750
"516","0",0.000,0.000,"516","516",near Copeland,Monthly,"4215320","516",Kootenai,CN,34700.0,"5","1929","12","1984",M,0.6,"26634","39",Columbia,"2","19",534.9,38046.8,22358.6,"514",21100.0,455.3,58.0,4980.0,246.8,413.8,377.4,368.8,348.1,317.33,714.46,1.1,256.57,-116.250,48.750
"517","0",0.000,0.000,"517","517",Wardner,Monthly,"4215705","517",Kootenay,CN,13600.0,"1","1937","12","1971",M,0.0,"26665","39",Columbia,"2","8",253.5,15688.2,15688.2,"516",13600.0,208.5,30.0,1240.0,208.5,483.5,419.1,483.5,419.1,169.98,503.94,2.5,169.98,-115.750,49.750
"518","0",0.000,0.000,"518","518",Fort Kent,Monthly,"4231200","518",Saint John,CN,14700.0,"1","1927","12","1988",M,0.0,"42773","285",Saint John,"2","6",210.3,12649.1,12649.1,"519",14700.0,273.5,15.0,1930.0,273.5,586.7,681.9,586.7,681.9,541.13,993.40,1.3,541.13,-68.750,47.250
"519","0",0.000,0.000,"519","519",Pokiok,Monthly,"4231600","519",St.John,CN,38800.0,"9","1918","9","1967",M,1.8,"42768","285",Saint John,"2","18",465.7,37966.3,25317.2,"0",24100.0,727.7,75.0,4540.0,454.2,591.5,604.5,594.4,565.8,592.81,1043.33,1.0,575.59,-67.250,45.750
"520","0",0.000,0.000,"520","520",Sault Ste. Marie,Monthly,"4234010","520",St. Mary's River,CN,210000.0,"1","1860","12","1984",M,0.2,"18795","18",St. Lawrence,"4","108",881.1,223837.0,223837.0,"521",210000.0,2141.6,1040.0,3590.0,2141.6,321.6,301.7,321.6,301.7,448.48,882.20,0.7,448.48,-84.750,46.750
"521","0",0.000,0.000,"521","521",Queenston,Monthly,"4236010","521",Niagara River,CN,686000.0,"1","1860","12","1984",M,0.0,"18778","18",St. Lawrence,"5","317",1842.0,687632.1,429794.0,"419",443521.0,5826.3,3360.0,8060.0,3400.1,267.8,267.2,241.8,249.5,418.23,944.49,0.6,426.00,-79.750,42.750
"522","0",0.000,0.000,"522","522",la Cave Rapids,Monthly,"4243050","522",Ottawa,CN,47900.0,"1","1966","12","1984",M,0.0,"18827","18",St. Lawrence,"2","23",579.4,48022.0,48022.0,"523",47900.0,696.0,235.0,2050.0,696.0,458.2,457.0,458.2,457.0,438.51,871.28,1.0,438.51,-78.250,46.750
"523","0",0.000,0.000,"523","523",Chats Falls,Monthly,"4243100","523",Ottawa,CN,89600.0,"4","1914","12","1984",M,0.6,"18813","18",St. Lawrence,"3","42",792.9,88771.6,40749.6,"0",41700.0,1165.3,117.0,4980.0,469.3,410.1,414.0,354.9,363.2,374.72,857.74,1.0,409.23,-76.250,45.250
"524","0",0.000,0.000,"524","524",Centrale de Grande-Mere,Monthly,"4243300","524",Saint-Maurice,CN,42000.0,"1","1901","12","1984",M,3.6,"18836","18",St. Lawrence,"3","18",348.9,37530.2,37530.2,"0",42000.0,755.8,108.0,8010.0,755.8,567.5,635.1,567.5,635.1,530.54,947.42,1.2,530.54,-72.750,46.750
"525","0",0.000,0.000,"525","525",Centrale D'isle Maligne,Monthly,"4243400","525",Saguenay,CN,73000.0,"10","1913","12","1984",M,2.9,"18820","18",St. Lawrence,"3","38",384.0,75700.5,50257.1,"0",46100.0,1467.4,150.0,6060.0,833.3,633.9,611.3,570.1,522.9,500.66,900.14,1.0,518.69,-71.750,48.250
"526","0",0.000,0.000,"526","526",Centrale de Chute-A-La-Savane,Monthly,"4243410","526",Peribonca,CN,26900.0,"1","1966","12","1984",M,0.0,"18850","18",St. Lawrence,"2","13",465.4,25443.4,25443.4,"525",26900.0,634.1,188.0,1870.0,634.1,743.4,785.9,743.4,785.9,554.31,935.10,1.4,554.31,-71.750,48.750
"527","0",0.000,0.000,"527","527",Centrale de Chute-Aux-Outardes,Monthly,"4243600","527",Aux Outardes,CN,18900.0,"9","1922","12","1979",M,1.1,"18871","18",St. Lawrence,"2","10",430.6,19556.0,19556.0,"0",18900.0,391.1,15.0,2020.0,391.1,652.5,630.6,652.5,630.6,613.17,952.58,1.0,613.17,-68.750,49.250
"528","0",0.000,0.000,"528","528",Centrale Mccormick,Monthly,"4243610","528",Manicouagan,CN,45800.0,"1","1966","12","1979",M,1.2,"18828","18",St. Lawrence,"3","24",486.2,46156.7,46156.7,"0",45800.0,868.6,148.0,2710.0,868.6,598.1,593.5,598.1,593.5,658.97,979.94,0.9,658.97,-68.250,49.250
"529","0",0.000,0.000,"529","529",above Qnslr Bridge,Monthly,"4243800","529",Moisie,CN,19000.0,"1","1966","12","1984",M,0.0,"47420","613",Moisie,"2","9",287.7,17265.6,17265.6,"0",19000.0,457.9,58.0,1860.0,457.9,760.1,836.4,760.1,836.4,793.22,1075.51,1.1,793.22,-66.750,50.750
"530","0",0.000,0.000,"530","530",en amont de la Riviere Hamelin,Monthly,"4244050","530",Arnaud,CN,26900.0,"1","1963","6","1983",M,2.4,"43026","295",Arnaud,"3","20",271.7,31144.3,31144.3,"0",26900.0,345.8,33.0,1630.0,345.8,405.3,350.1,405.3,350.1,265.11,452.96,1.3,265.11,-72.250,59.750
"531","0",0.000,0.000,"531","531",en aval de la Riviere Paladeau,Monthly,"4244100","531",Aux Feuilles,CN,41700.0,"1","1966","12","1984",M,1.3,"43541","318",Aux Feuilles,"2","25",454.1,40870.7,40870.7,"0",41700.0,623.4,17.0,4250.0,623.4,471.4,481.0,471.4,481.0,286.70,512.62,1.7,286.70,-70.250,58.750
"532","0",0.000,0.000,"532","532",pres de la Riviere Koksoak,Monthly,"4244150","532",Aux Melezes,CN,42700.0,"1","1963","9","1984",M,6.4,"36552","111",Koksoak,"3","25",425.4,42729.4,42729.4,"0",42700.0,628.9,23.0,4170.0,628.9,464.5,464.2,464.5,464.2,336.75,598.51,1.4,336.75,-70.250,57.750
"533","0",0.000,0.000,"533","533",Chute de la Pyrite,Monthly,"4244180","533",Caniapiscau,CN,86800.0,"9","1962","12","1984",M,2.9,"36546","111",Koksoak,"3","48",705.7,85199.2,85199.2,"0",86800.0,1584.7,107.0,8120.0,1584.7,575.8,586.6,575.8,586.6,422.83,715.54,1.4,422.83,-69.250,57.250
"534","0",0.000,0.000,"534","534",pres de L'embouchure,Monthly,"4244200","534",A la Baleine,CN,29800.0,"1","1963","9","1984",M,1.1,"45256","418",A la Baleine,"3","17",340.5,29037.1,29037.1,"0",29800.0,535.3,15.0,3630.0,535.3,566.5,581.4,566.5,581.4,343.89,624.71,1.7,343.89,-67.750,57.750
"535","0",0.000,0.000,"535","535",Aux Chutes Helen,Monthly,"4244250","535",George,CN,35200.0,"1","1963","8","1979",M,8.8,"44201","354",George,"2","22",483.4,37460.5,37460.5,"0",35200.0,746.4,40.0,4550.0,746.4,668.7,628.4,668.7,628.4,419.71,660.60,1.5,419.71,-66.250,58.250
"536","0",0.000,0.000,"536","536",above Upper Muskrat Falls,Monthly,"4244500","536",Churchill River,CN,92500.0,"1","1966","12","1984",M,0.0,"38475","147",Churchill (Atlantic),"4","54",700.7,99456.8,99456.8,"0",92500.0,1861.3,453.0,5320.0,1861.3,634.6,590.2,634.6,590.2,542.80,851.57,1.1,542.80,-61.250,53.250
"537","0",0.000,0.000,"537","537",pres de L'embouchure,Monthly,"4244640","537",Natashquan,CN,16000.0,"1","1966","12","1975",M,0.0,"47007","568",Natashquan,"2","10",300.2,19137.2,19137.2,"0",16000.0,348.5,39.0,2080.0,348.5,686.9,574.3,686.9,574.3,601.48,930.06,1.0,601.48,-61.750,50.750
"538","0",0.000,0.000,"538","538",en amont de la Riviere Netagamiou,Monthly,"4244660","538",du Petit Mecatina,CN,19100.0,"1","1966","9","1980",M,10.6,"46297","499",Petit Mecatina,"2","11",330.9,20753.4,20753.4,"0",19100.0,490.8,75.0,2720.0,490.8,810.4,745.8,810.4,745.8,656.18,974.47,1.1,656.18,-60.250,51.750
"539","0",0.000,0.000,"539","539",el Capomal,Monthly,"4356100","539",Santiago,MX,128943.0,"1","1965","12","1981",M,0.0,"35544","96",Grande de Santiago,"4","66",724.7,189027.3,189027.3,"0",128943.0,290.7,10.0,2113.0,290.7,71.1,48.5,71.1,48.5,110.02,699.64,0.4,110.02,-104.750,21.750
"540","0",0.000,0.000,"540","540",Las Adjuntas,Monthly,"4358300","540",Panuco,MX,58115.0,"1","1965","12","1979",M,0.0,"39515","170",Panuco,"3","30",438.5,86314.8,86314.8,"0",58115.0,481.0,72.0,3042.0,481.0,261.0,175.7,261.0,175.7,151.34,852.99,1.2,151.34,-98.750,21.750
"541","0",0.000,0.000,"541","541",Boca del Cerro,Monthly,"4362600","541",Usumacinta,MX,50743.0,"1","1965","12","1983",M,0.0,"41022","218",Usumacinta,"3","17",393.0,50457.5,50457.5,"0",50743.0,1646.4,47.0,5874.0,1646.4,1023.2,1029.0,1023.2,1029.0,1223.95,2429.92,0.8,1223.95,-91.250,17.250
"542","0",0.000,0.000,"542","542",Clare,Monthly,"5101200","542",Burdekin,AU,129660.0,"10","1950","3","1994",M,13.9,"37584","130",Burdekin,"3","42",572.6,121214.0,121214.0,"0",129660.0,329.6,0.0,10700.0,329.6,80.2,85.7,80.2,85.7,22.63,706.77,3.8,22.63,147.250,-19.750
"543","0",0.000,0.000,"543","543",The Gap,Monthly,"5101301","543",Fitzroy,AU,135860.0,"7","1964","12","1996",M,2.5,"36916","116",Fitzroy East,"3","48",561.2,135648.4,135648.4,"0",135860.0,163.0,0.0,6002.8,163.0,37.8,37.9,37.8,37.9,4.95,738.09,7.7,4.95,150.250,-23.250
"544","0",0.000,0.000,"544","544",Rockfields,Monthly,"5109170","544",Gilbert River,AU,11800.0,"2","1967","12","1995",M,28.4,"41858","246",Gilbert,"2","4",187.7,11682.3,11682.3,"0",11800.0,43.7,0.0,2754.9,43.7,116.9,118.0,116.9,118.0,6.63,748.09,17.8,6.63,143.250,-18.750
"545","0",0.000,0.000,"545","545",Koolatah,Monthly,"5109200","545",Mitchell River,AU,46050.0,"7","1972","12","1995",M,22.6,"44810","387",GHAASBasin387,"2","10",337.7,29209.7,29209.7,"0",46050.0,385.2,0.0,4596.6,385.2,263.8,415.9,263.8,415.9,4.05,688.84,102.7,4.05,141.750,-18.250
"546","0",0.000,0.000,"546","546",Lilydale (Newbold Crossing),Monthly,"5202044","546",Clarence River,AU,16690.0,"3","1922","12","1981",M,4.9,"47993","674",GHAASBasin674,"2","7",221.6,18932.0,18932.0,"0",16690.0,117.2,0.3,1867.7,117.2,221.4,195.1,221.4,195.1,100.86,1003.85,1.9,100.86,153.250,-29.250
"547","0",0.000,0.000,"547","547",Belmore Bridge (Maitland),Monthly,"5202101","547",Hunter River,AU,17476.0,"1","1958","6","1976",M,3.1,"49755","930",GHAASBasin930,"2","5",201.2,13128.9,13128.9,"0",17476.0,31.6,0.0,530.6,31.6,57.0,75.8,57.0,75.8,185.95,992.32,0.4,185.95,152.250,-32.250
"548","0",0.000,0.000,"548","548",Lock 9 Upper,Monthly,"5204268","548",Murray,AU,991000.0,"1","1965","12","1984",M,20.0,"21163","23",Murray,"5","370",1476.2,972414.5,972414.5,"0",394700.0,256.9,12.0,2044.0,-28205.1,8.2,8.3,-2253.6,-914.7,16.93,495.46,1.0,16.93,141.250,-34.250
"549","0",0.000,0.000,"549","549",Temerloh,Monthly,"5224500","549",Pahang,MS,19000.0,"1","1965","12","1984",M,18.8,"45024","402",Pahang,"2","7",189.8,21579.0,21579.0,"0",19000.0,551.8,110.0,2326.0,551.8,915.9,806.4,915.9,806.4,1233.50,2596.94,0.7,1233.50,102.250,3.750
"550","0",0.000,0.000,"550","550",Jarramond,Monthly,"5302229","550",Snowy River,AU,13421.0,"5","1922","12","1996",M,18.9,"49963","960",GHAASBasin960,"2","5",238.1,12351.7,12351.7,"0",13421.0,51.6,0.4,629.5,51.6,121.3,131.8,121.3,131.8,245.98,905.32,0.5,245.98,148.250,-37.750
"551","0",0.000,0.000,"551","551",Callamurra,Monthly,"5410100","551",Cooper Creek,AU,230000.0,"3","1973","4","1994",M,3.8,"21569","24",Great Artesian Basin,"4","83",945.1,232555.8,232555.8,"0",230000.0,61.0,0.0,3441.0,61.0,8.4,8.3,8.4,8.3,0.00,387.51,1.0,0.00,141.750,-27.750
"552","0",0.000,0.000,"552","552",Darradup,Monthly,"5606100","552",Blackwood River,AU,20500.0,"1","1955","12","1996",M,0.0,"47599","632",GHAASBasin632,"2","8",338.6,20621.6,20621.6,"0",20500.0,20.2,0.1,330.7,20.2,31.1,30.9,31.1,30.9,210.34,841.62,0.1,210.34,115.250,-34.250
"553","0",0.000,0.000,"553","553",Emu Springs,Monthly,"5607100","553",Murchison River,AU,82300.0,"7","1967","12","1996",M,1.7,"40643","205",Murchinson,"3","26",670.3,71729.9,71729.9,"0",82300.0,5.1,0.0,192.1,5.1,1.9,2.2,1.9,2.2,0.00,274.35,1.0,0.00,114.250,-27.750
"554","0",0.000,0.000,"554","554",Nune Mile Bridge,Monthly,"5607200","554",Gascoyne River,AU,73400.0,"3","1957","12","1996",M,0.4,"39614","173",Gasgoyne,"3","28",683.4,78453.3,78453.3,"0",73400.0,21.8,0.0,1307.7,21.8,9.4,8.8,9.4,8.8,0.00,245.91,1.0,0.00,114.750,-24.750
"555","0",0.000,0.000,"555","555",Nanutarra,Monthly,"5607400","555",Ashburton River,AU,70200.0,"7","1972","12","1995",M,2.1,"39709","176",Ashburton,"3","27",556.1,76444.3,76444.3,"0",70200.0,18.5,0.0,938.6,18.5,8.3,7.6,8.3,7.6,0.00,290.54,1.0,0.00,115.750,-22.750
"556","0",0.000,0.000,"556","556",Jimbegnyinoo Pool,Monthly,"5607450","556",Fortescue River,AU,48900.0,"12","1968","12","1994",M,3.4,"41675","239",Fortesque,"3","20",560.2,57022.5,57022.5,"0",48900.0,7.7,0.0,435.1,7.7,5.0,4.3,5.0,4.3,-0.00,319.53,1.0,-0.00,117.250,-21.750
"557","0",0.000,0.000,"557","557",Dimond Gorge,Monthly,"5608023","557",Fitzroy River,AU,16800.0,"10","1962","10","1993",M,24.7,"35492","95",Fitzroy West,"2","7",258.7,20524.8,20524.8,"558",16800.0,70.8,0.0,1952.0,70.8,132.9,108.8,132.9,108.8,0.00,510.87,1.0,0.00,125.750,-18.250
"558","0",0.000,0.000,"558","558",Fitzroy Crossing,Monthly,"5608024","558",Fitzroy,AU,45300.0,"10","1955","12","1996",M,3.2,"35487","95",Fitzroy West,"3","17",285.9,50014.1,29489.2,"0",28500.0,188.2,0.0,8539.3,117.4,131.0,118.6,129.9,125.5,1.02,645.68,122.9,0.60,125.250,-18.250
"559","0",0.000,0.000,"559","559",Old Ord Homestead,Monthly,"5608095","559",Ord,AU,19600.0,"10","1970","5","1993",M,18.8,"42113","257",Ord,"2","5",182.7,14704.0,14704.0,"0",19600.0,51.9,0.0,1326.0,51.9,83.5,111.3,83.5,111.3,0.00,570.89,1.0,0.00,128.250,-17.750
"560","0",0.000,0.000,"560","560",Coolibah Homestead,Monthly,"5708110","560",Victoria River,AU,44900.0,"1","1967","12","1995",M,17.2,"38575","149",Victoria,"2","19",341.4,55926.4,55926.4,"0",44900.0,97.2,0.0,3616.6,97.2,68.3,54.8,68.3,54.8,-0.00,553.69,1.0,-0.00,131.250,-16.750
"561","0",0.000,0.000,"561","561",Victoria Highway,Monthly,"5708126","561",West Baines River,AU,10204.0,"10","1962","12","1995",M,42.4,"38579","149",Victoria,"1","3",209.7,8880.1,8880.1,"0",10204.0,34.4,0.0,1180.6,34.4,106.3,122.1,106.3,122.1,0.00,646.89,1.0,0.00,130.250,-16.250
"562","0",0.000,0.000,"562","562",Mount Nancar,Monthly,"5708145","562",Daly,AU,47000.0,"12","1969","12","1995",M,3.4,"42609","278",Daly,"2","13",496.9,38941.4,38941.4,"0",47000.0,211.0,5.5,4591.7,211.0,141.6,170.9,141.6,170.9,176.98,1092.43,1.0,176.98,130.750,-13.750
"563","0",0.000,0.000,"563","563",Red Rock,Monthly,"5709100","563",Roper River,AU,47400.0,"2","1967","12","1995",M,30.5,"38439","146",Roper,"3","24",319.5,71499.7,71499.7,"0",47400.0,75.2,0.0,1394.6,75.2,50.1,33.2,50.1,33.2,26.49,787.01,1.3,26.49,134.250,-14.750
"564","0",0.000,0.000,"564","564",Mim Pump,Monthly,"5709110","564",Macarthur River,AU,10400.0,"11","1969","12","1995",M,19.1,"43120","299",GHAASBasin299,"2","4",207.2,11824.7,11824.7,"0",10400.0,23.9,0.0,559.2,23.9,72.4,63.7,72.4,63.7,0.00,639.90,1.0,0.00,135.750,-16.750
"565","0",0.000,0.000,"565","565",Regua,Monthly,"6112090","565",Douro,PO,91491.0,"1","1933","12","1968",M,0.0,"39146","162",Douro,"3","39",471.9,90154.1,23276.2,"0",28331.0,544.0,44.0,4684.0,264.6,187.5,190.3,294.5,358.5,322.43,959.81,1.1,174.16,-7.750,41.250
"566","0",0.000,0.000,"566","566",Paris,Monthly,"6122300","566",Seine,FR,44320.0,"1","1928","12","1979",M,2.4,"40454","199",Seine,"3","17",292.7,35052.3,35052.3,"0",44320.0,268.2,29.0,1284.0,268.2,190.8,241.3,190.8,241.3,155.08,796.90,1.6,155.08,2.250,48.750
"567","0",0.000,0.000,"567","567",Montjean,Monthly,"6123100","567",Loire,FR,110000.0,"1","1863","12","1979",M,0.0,"37791","134",Loire,"3","52",725.3,109907.9,69278.0,"0",71760.0,838.1,60.0,4200.0,474.1,240.3,240.5,208.4,215.8,188.09,835.05,1.1,199.80,-0.750,47.250
"568","0",0.000,0.000,"568","568",Blois,Monthly,"6123300","568",Loire,FR,38240.0,"1","1863","12","1979",M,0.9,"37797","134",Loire,"3","19",469.9,40629.9,40629.9,"567",38240.0,364.0,25.0,1570.0,364.0,300.2,282.5,300.2,282.5,219.75,851.04,1.3,219.75,2.250,47.750
"569","0",0.000,0.000,"569","569",Mas-D'agenais,Monthly,"6125100","569",Garonne,FR,52000.0,"10","1920","12","1979",M,1.3,"42339","266",Garonne,"3","24",405.1,53589.7,53589.7,"0",52000.0,610.1,42.0,2910.0,610.1,370.0,359.0,370.0,359.0,374.99,1021.78,1.0,374.99,0.250,44.250
"570","0",0.000,0.000,"570","570",Beaucaire,Monthly,"6139100","570",Rhone,FR,95590.0,"10","1920","12","1979",M,1.3,"38943","157",Rhone,"3","46",637.0,99297.8,46290.1,"0",45390.0,1692.6,420.0,5077.0,646.1,558.4,537.6,448.9,440.2,414.58,1008.68,1.1,503.86,4.750,43.750
"571","0",0.000,0.000,"571","571",la Mulatiere,Monthly,"6139390","571",Rhone,FR,50200.0,"1","1900","12","1972",M,0.0,"38947","157",Rhone,"3","25",414.6,53007.7,42319.4,"570",39901.0,1046.5,255.0,3227.0,704.9,657.4,622.6,557.1,525.3,515.62,1146.65,1.0,581.83,4.750,45.750
"572","0",0.000,0.000,"572","572",Decin,Monthly,"6140400","572",Labe,CZ,51104.0,"1","1851","12","1984",M,0.0,"36477","110",Elbe,"2","23",319.5,45730.5,45730.5,"591",51104.0,303.4,43.0,1653.0,303.4,187.3,209.3,187.3,209.3,318.26,840.40,0.7,318.26,13.750,51.250
"573","0",0.000,0.000,"573","573",Bratislava,Monthly,"6142200","573",Danube,SO,131338.0,"11","1900","10","1990",M,1.1,"25151","34",Danube,"4","64",708.8,131485.7,36543.2,"598",35293.0,2047.1,633.0,7324.0,181.5,491.5,491.0,162.2,156.6,255.86,817.90,0.6,569.98,16.750,48.250
"574","0",0.000,0.000,"574","574",Orense,Monthly,"6211100","574",Mino,SP,12925.0,"1","1914","12","1990",M,23.2,"48228","708",Minho,"2","5",192.5,11404.7,11404.7,"0",12925.0,232.0,15.0,2027.0,232.0,566.1,641.5,566.1,641.5,747.15,1321.48,0.9,747.15,-7.750,42.250
"575","0",0.000,0.000,"575","575",Villachica,Monthly,"6212400","575",Duero,SP,41856.0,"1","1921","12","1979",M,0.0,"39151","162",Douro,"3","18",262.8,41582.3,41582.3,"576",41856.0,142.9,3.0,1077.0,142.9,107.7,108.4,107.7,108.4,90.60,634.50,1.2,90.60,-5.250,41.250
"576","0",0.000,0.000,"576","576",Puente Pino,Monthly,"6212420","576",Duero,SP,63160.0,"10","1943","12","1991",M,21.4,"39149","162",Douro,"3","29",346.5,66877.9,25295.6,"565",21304.0,279.4,14.0,2312.0,136.5,139.5,131.8,202.1,170.2,175.07,705.46,1.0,122.55,-6.250,41.250
"577","0",0.000,0.000,"577","577",Alcantara,Monthly,"6213600","577",Tajo,SP,51958.0,"5","1915","12","1985",M,9.3,"40492","200",Tejo,"3","23",523.7,54333.0,54333.0,"0",51958.0,235.7,0.0,2484.0,235.7,143.1,136.8,143.1,136.8,127.15,706.69,1.1,127.15,-6.750,39.750
"578","0",0.000,0.000,"578","578",Alcala del Rio,Monthly,"6217100","578",Guadalquivir,SP,46995.0,"1","1913","9","1994",M,8.2,"42684","282",Guadalquivir,"2","21",415.4,51244.6,9793.2,"0",2124.0,316.3,0.3,4268.0,199.1,212.3,194.7,2955.9,641.1,53.26,587.18,12.0,38.08,-5.750,37.250
"579","0",0.000,0.000,"579","579",Cantillana,Monthly,"6217110","579",Guadalquivir,SP,44871.0,"1","1912","12","1992",M,48.3,"42685","282",Guadalquivir,"2","17",344.2,41451.4,41451.4,"578",44871.0,117.2,0.0,1316.0,117.2,82.4,89.2,82.4,89.2,34.49,544.92,2.6,34.49,-5.250,37.750
"580","0",0.000,0.000,"580","580",Zaragoza,Monthly,"6226400","580",Ebro,SP,40434.0,"1","1913","12","1984",M,5.9,"39918","181",Ebro,"3","17",302.6,38951.9,38951.9,"581",40434.0,615.9,22.0,4114.0,615.9,480.4,498.7,480.4,498.7,144.28,722.48,3.5,144.28,-1.250,41.750
